event_id,event_start,event_end,duration_hours,wet_hours,total_areal_rainfall_mm,total_localmax_rainfall_mm,peak_areal_hourly_mm,peak_localmax_hourly_mm,duration_class,rainfall_magnitude_class,magnitude_threshold_note,response_lag_hours,window_hours_with_lag,mean_event_quality_score,median_event_quality_score,mean_observed_fraction,mean_max_missing_gap_hours,mean_flat_step_rate,mean_diff_spike_rate,low_dynamic_sensor_fraction_1cm,low_dynamic_sensor_fraction_3cm,low_dynamic_sensor_fraction_5cm
E106,2022-02-10 19:00:00,2022-02-11 11:00:00,17,10,0.6125,2.6,0.2125,0.7,long >12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,22.083333333333332,89.94123062557519,92.29267464561583,0.9735181165470028,0.46091445427728617,0.2718986299241141,0.13397913191831276,0.035398230088495575,0.061946902654867256,0.09734513274336283
E108,2022-02-13 03:00:00,2022-02-14 09:00:00,31,29,6.3500000000000005,10.199999999999998,0.8625,1.1,long >12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,36.083333333333336,88.96402068662098,90.71610125531693,0.9627623699646427,0.9410029498525073,0.3091195311805323,0.1138188117557074,0.02654867256637168,0.02654867256637168,0.05309734513274336
E109,2022-02-16 21:00:00,2022-02-17 14:00:00,18,16,3.9125,8.100000000000001,0.9375,1.9,long >12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,23.083333333333332,89.21560811677931,91.30510228865747,0.9662950065493116,0.6910029498525074,0.31298697952566823,0.10705661134291719,0.04424778761061947,0.07964601769911504,0.13274336283185842
E110,2022-02-17 21:00:00,2022-02-23 12:00:00,136,128,65.2875,105.4,4.35,6.0,long >12 h,high Q80-Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,141.08333333333334,88.59453878143684,90.54373294897798,0.9600802889566096,2.4181415929203536,0.2570108907037426,0.15005955659892228,0.02654867256637168,0.02654867256637168,0.02654867256637168
E111,2022-03-05 07:00:00,2022-03-05 15:00:00,9,9,5.350000000000001,11.100000000000001,1.3125,2.7,medium 3-12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,14.083333333333334,88.24350631885183,88.45538215286115,0.969209823532492,0.37610619469026546,0.29149600911967705,0.13221917499526065,0.061946902654867256,0.07079646017699115,0.08849557522123894
E113,2022-03-06 09:00:00,2022-03-06 17:00:00,9,4,0.3125,1.0,0.2375,0.5,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,14.083333333333334,89.82947668013779,92.75500969618616,0.9577944179714091,0.5427728613569323,0.2950124965198779,0.09289041342414973,0.05309734513274336,0.10619469026548672,0.19469026548672566
E114,2022-03-07 14:00:00,2022-03-07 19:00:00,6,4,1.1375,3.2,0.6375000000000001,1.7,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,11.083333333333334,90.5218091946157,93.06510482981072,0.9692594317652538,0.32079646017699115,0.29673598560056763,0.08755030927479494,0.05309734513274336,0.10619469026548672,0.168141592920354
E117,2022-03-15 01:00:00,2022-03-15 08:00:00,8,7,0.5874999999999999,3.8999999999999995,0.15,1.2,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,13.083333333333334,88.28130091609779,89.41176470588236,0.962516205399921,0.4564896755162242,0.33159321085816656,0.09739104672536379,0.07079646017699115,0.1415929203539823,0.19469026548672566
E118,2022-03-17 19:00:00,2022-03-17 22:00:00,4,4,2.9124999999999996,8.2,1.8375,4.5,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,9.083333333333334,88.21596248717914,89.41176470588236,0.9658195989283105,0.30825958702064893,0.3495638328162744,0.08902450140745463,0.07964601769911504,0.1415929203539823,0.23008849557522124
E120,2022-03-21 02:00:00,2022-03-21 09:00:00,8,6,0.525,1.6,0.2625,0.6,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,13.083333333333334,88.76452805624396,89.81900452488688,0.9656727354715067,0.42109144542772864,0.4025738848150958,0.06812109155839799,0.07964601769911504,0.168141592920354,0.2831858407079646
E121,2022-03-22 05:00:00,2022-03-23 10:00:00,30,28,12.9375,25.700000000000003,2.425,3.8,long >12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,35.083333333333336,87.85440792986591,89.41176470588236,0.959914237067244,0.9609144542772862,0.3701849596356558,0.09273616319619411,0.04424778761061947,0.05309734513274336,0.12389380530973451
E122,2022-03-24 23:00:00,2022-03-26 07:00:00,33,26,11.9625,20.800000000000004,3.825,4.7,long >12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,38.083333333333336,87.06295364883704,86.86317415368774,0.9643887608683023,1.0508849557522124,0.32799940874751243,0.11268350003014678,0.04424778761061947,0.061946902654867256,0.07079646017699115
E123,2022-03-26 14:00:00,2022-03-27 07:00:00,18,17,56.325,108.49999999999999,13.6375,24.9,long >12 h,high Q80-Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,23.083333333333332,84.16800645605917,84.56136077619453,0.9595859557202646,0.6799410029498525,0.21997569458119967,0.23180475928863484,0.02654867256637168,0.02654867256637168,0.02654867256637168
E124,2022-03-27 21:00:00,2022-03-29 01:00:00,29,25,13.599999999999998,23.600000000000005,3.2,5.7,long >12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,34.083333333333336,87.66776064713994,87.77730835610528,0.9540212475928772,1.0309734513274336,0.24692880845307622,0.1608638675151381,0.02654867256637168,0.04424778761061947,0.061946902654867256
E125,2022-03-29 23:00:00,2022-03-30 13:00:00,15,14,13.3125,27.7,5.5375,11.4,long >12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,20.083333333333332,86.8895322951358,87.05882352941177,0.9472331362684978,0.7050147492625368,0.2523700554861244,0.16093449443971083,0.04424778761061947,0.04424778761061947,0.04424778761061947
E126,2022-03-31 07:00:00,2022-03-31 13:00:00,7,5,0.5125,2.0,0.225,1.2,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,12.083333333333334,87.8131899212714,88.748960156102,0.9548367409215747,0.413716814159292,0.2967040585356046,0.13112166329088826,0.07079646017699115,0.10619469026548672,0.1592920353982301
E129,2022-04-02 00:00:00,2022-04-02 13:00:00,14,13,1.3999999999999997,3.2000000000000006,0.325,0.6,long >12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,19.083333333333332,87.88346446010462,89.41176470588236,0.9506898017544538,0.7831858407079646,0.3121259930877832,0.11115746830311611,0.04424778761061947,0.07964601769911504,0.1592920353982301
E131,2022-04-13 18:00:00,2022-04-14 00:00:00,7,5,1.1624999999999999,2.9,0.475,1.0,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,12.083333333333334,89.44727906940301,90.54621848739497,0.9667378700030516,0.38790560471976404,0.38738203846413194,0.06332828504266094,0.08849557522123894,0.19469026548672566,0.2920353982300885
E133,2022-04-16 17:00:00,2022-04-17 00:00:00,8,7,1.0125000000000002,2.4000000000000004,0.3625,0.9,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,13.083333333333334,89.01978182771796,90.93831075149146,0.9509610506735809,0.5803834808259588,0.3584170501817425,0.06581767251911468,0.061946902654867256,0.1592920353982301,0.23008849557522124
E135,2022-04-18 22:00:00,2022-04-19 08:00:00,11,10,1.475,3.1999999999999997,0.525,1.3,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,16.083333333333332,89.25454513694908,91.18230625583567,0.9572653491677747,0.6157817109144542,0.3561407974061658,0.06709240332264862,0.05309734513274336,0.1592920353982301,0.21238938053097345
E136,2022-04-19 23:00:00,2022-04-21 17:00:00,43,29,3.3625,10.6,0.3875,1.3,long >12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,48.083333333333336,88.92758838225755,90.98989310550124,0.9503688593733225,1.6880530973451326,0.35624128726840854,0.0680363003328635,0.035398230088495575,0.08849557522123894,0.17699115044247787
E137,2022-04-23 02:00:00,2022-04-24 03:00:00,26,18,8.5125,30.700000000000003,3.4625,11.3,long >12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,31.083333333333332,88.32189406661067,90.25953962162761,0.9491565636195402,1.2123893805309736,0.34470787052183827,0.07631242486921949,0.035398230088495575,0.07079646017699115,0.10619469026548672
E138,2022-04-24 15:00:00,2022-04-24 15:00:00,1,1,0.4375,3.5,0.4375,3.5,short <=3 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,6.083333333333333,90.47831743477869,91.80672268907563,0.9631470481270458,0.221976401179941,0.34683869025481984,0.064300852825443,0.11504424778761062,0.25663716814159293,0.39823008849557523
E139,2022-04-26 17:00:00,2022-04-27 15:00:00,23,15,80.78750000000001,150.4,29.25,49.9,long >12 h,very high >Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,28.083333333333332,84.70183142649739,85.86645485435977,0.939549906777658,1.3274336283185841,0.24722619996350698,0.17423617263643126,0.02654867256637168,0.02654867256637168,0.02654867256637168
E142,2022-04-29 15:00:00,2022-04-30 04:00:00,14,11,8.1,25.8,2.375,7.8,long >12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,19.083333333333332,87.0085277059741,87.68735564401199,0.9422653321482398,0.9048672566371682,0.21809270253774815,0.16678694490353935,0.035398230088495575,0.035398230088495575,0.08849557522123894
E144,2022-05-01 04:00:00,2022-05-02 08:00:00,29,28,14.587500000000002,21.099999999999998,2.3375,2.9,long >12 h,high Q80-Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,34.083333333333336,86.62850775306016,89.83483123672282,0.9203972564207976,2.183628318584071,0.23967223391553472,0.13895714958998098,0.0,0.02654867256637168,0.04424778761061947
E147,2022-05-07 15:00:00,2022-05-08 14:00:00,24,20,1.675,4.3,0.3125,0.6,long >12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,29.083333333333332,87.52128949088642,90.4584822434721,0.9286203311610924,1.8871681415929205,0.3338268271642004,0.0758200349959966,0.035398230088495575,0.07964601769911504,0.13274336283185842
E148,2022-05-09 07:00:00,2022-05-11 09:00:00,51,41,16.025000000000002,34.800000000000004,3.9875,5.9,long >12 h,high Q80-Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,56.083333333333336,85.27733839507754,86.88428037863122,0.9305973780062855,3.2765486725663715,0.31106802650664805,0.11291972396601935,0.017699115044247787,0.02654867256637168,0.04424778761061947
E149,2022-05-11 16:00:00,2022-05-11 17:00:00,2,2,1.8875,3.8,1.45,3.1,short <=3 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,7.083333333333333,87.5048315395988,89.91596638655463,0.9351379489849035,0.4358407079646018,0.40451717489080014,0.08231624670987815,0.09734513274336283,0.2920353982300885,0.4336283185840708
E150,2022-05-11 22:00:00,2022-05-16 17:00:00,116,110,125.925,224.9,19.7375,37.5,long >12 h,very high >Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,121.08333333333333,83.98734205061871,85.17327592193901,0.9176558721960667,6.742625368731562,0.23646630670519636,0.17231451531674355,0.0,0.0,0.0
E152,2022-05-21 10:00:00,2022-05-22 03:00:00,18,9,0.5125,1.7000000000000002,0.2499999999999999,0.6,long >12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,23.083333333333332,86.08286228194665,89.41176470588236,0.9154340116929172,1.7529498525073741,0.2938154518101359,0.10274334784002397,0.02654867256637168,0.08849557522123894,0.12389380530973451
E153,2022-05-22 12:00:00,2022-05-27 11:00:00,120,114,82.67500000000001,138.4,9.425,12.6,long >12 h,very high >Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,125.08333333333333,84.78660495129986,87.66162358521721,0.9087216192155082,7.963864306784661,0.2183731518334796,0.15564114739435353,0.008849557522123894,0.008849557522123894,0.008849557522123894
E154,2022-05-27 21:00:00,2022-05-28 13:00:00,17,13,5.75,14.299999999999999,3.375,5.4,long >12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,22.083333333333332,85.99801300377173,88.95891690009337,0.9197862748372015,1.6047197640117992,0.21089955901205504,0.15559161040721906,0.008849557522123894,0.008849557522123894,0.017699115044247787
E157,2022-05-30 19:00:00,2022-06-01 14:00:00,44,31,29.6375,61.6,10.9875,19.8,long >12 h,high Q80-Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,49.083333333333336,84.90651205297473,88.13582826811623,0.910497768829725,3.553834808259587,0.23761711673726676,0.14461055960816915,0.008849557522123894,0.008849557522123894,0.008849557522123894
E158,2022-06-01 22:00:00,2022-06-04 05:00:00,56,45,65.46249999999999,149.7,17.862499999999997,28.5,long >12 h,high Q80-Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,61.083333333333336,84.50548012737279,86.04977433819623,0.9152350022335172,4.069321533923304,0.20129516921585164,0.1771397722296798,0.008849557522123894,0.008849557522123894,0.008849557522123894
E162,2022-06-06 04:00:00,2022-06-06 18:00:00,15,15,27.875,76.49999999999999,7.225,22.4,long >12 h,high Q80-Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,20.083333333333332,83.16790074976393,85.69465194312643,0.9153600411265744,1.5457227138643064,0.1782377145505785,0.2395515750020808,0.017699115044247787,0.02654867256637168,0.02654867256637168
E163,2022-06-07 00:00:00,2022-06-07 15:00:00,16,14,2.8,6.9,0.6375000000000001,1.5,long >12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,21.083333333333332,86.40196514433492,89.562491663332,0.9116093602434502,1.609882005899705,0.27238570915485294,0.11354439516791912,0.008849557522123894,0.05309734513274336,0.09734513274336283
E164,2022-06-08 00:00:00,2022-06-12 22:00:00,119,112,103.57500000000003,184.09999999999997,9.125,12.2,long >12 h,very high >Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,124.08333333333333,83.67260072373072,86.13196913423302,0.8951603796573099,9.33259587020649,0.21994298193904946,0.17635551966624627,0.0,0.0,0.008849557522123894
E165,2022-06-13 03:00:00,2022-06-15 10:00:00,56,51,67.0,146.8,8.4625,23.6,long >12 h,very high >Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,61.083333333333336,83.3714071129949,85.73068568670035,0.9039104661410857,4.725663716814159,0.19399183022852387,0.1972860881192088,0.008849557522123894,0.008849557522123894,0.008849557522123894
E166,2022-06-15 21:00:00,2022-06-18 09:00:00,61,53,23.5625,47.8,3.7125,6.3,long >12 h,high Q80-Q95,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,66.08333333333333,84.9769084258703,88.4637135700724,0.9108460087714403,4.964601769911504,0.2620547440785596,0.13279899619365984,0.008849557522123894,0.017699115044247787,0.04424778761061947
E168,2022-06-21 06:00:00,2022-06-21 09:00:00,4,4,0.9,1.8,0.4375,0.9,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,9.083333333333334,86.08594178398596,88.81813275769024,0.915157911829179,0.7404129793510325,0.2948223981591415,0.10414865908411296,0.05309734513274336,0.11504424778761062,0.1592920353982301
E173,2022-07-01 20:00:00,2022-07-02 17:00:00,22,16,13.6625,62.6,5.7250000000000005,19.2,long >12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,27.083333333333332,82.93034081104656,85.65826330532214,0.9195371000680734,2.0007374631268435,0.22353537828183834,0.20093398945562693,0.0,0.008849557522123894,0.008849557522123894
E174,2022-07-02 22:00:00,2022-07-02 22:00:00,1,1,1.075,8.6,1.075,8.6,short <=3 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,6.083333333333333,86.17439642509488,88.71770930594461,0.9167171778397382,0.47713864306784654,0.23413977000873962,0.15337932582824565,0.02654867256637168,0.10619469026548672,0.1415929203539823
E175,2022-07-03 04:00:00,2022-07-03 21:00:00,18,11,3.875,18.6,2.6875,11.1,long >12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,23.083333333333332,85.4331882506735,88.31709952747438,0.9200983994121593,1.7101769911504425,0.24685522993134337,0.14121756153689793,0.008849557522123894,0.008849557522123894,0.061946902654867256
E178,2022-07-05 10:00:00,2022-07-05 17:00:00,8,8,4.174999999999999,14.4,2.1125,5.7,medium 3-12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,13.083333333333334,84.89027298115535,88.23529411764706,0.9009075023955809,1.2485250737463127,0.23744696525880174,0.15674672753388932,0.017699115044247787,0.061946902654867256,0.1415929203539823
E179,2022-07-06 00:00:00,2022-07-06 07:00:00,8,5,1.6125,5.300000000000001,0.625,2.2,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,13.083333333333334,85.95194930391331,88.4794943618473,0.9189448170903557,1.0442477876106195,0.2585894707541675,0.134638961340028,0.02654867256637168,0.061946902654867256,0.11504424778761062
E180,2022-07-15 16:00:00,2022-07-15 16:00:00,1,1,0.4125,3.3,0.4125,3.3,short <=3 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,6.083333333333333,86.07172495878064,90.54621848739497,0.8918656806885684,0.6238938053097346,0.33511535783255286,0.07879398129693349,0.061946902654867256,0.25663716814159293,0.36283185840707965
E181,2022-07-17 16:00:00,2022-07-17 20:00:00,5,4,8.362499999999999,34.8,5.6875,15.7,medium 3-12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,10.083333333333334,62.824947612546,61.539141972578506,0.6087179112118776,3.614306784660767,0.1818979251548458,0.28498401724860867,0.017699115044247787,0.035398230088495575,0.04424778761061947
E182,2022-07-18 14:00:00,2022-07-18 14:00:00,1,1,0.1875,1.2,0.1875,1.2,short <=3 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,6.083333333333333,72.53808153945563,72.22200034612672,0.721663231906898,1.5958702064896753,0.19849738996871932,0.22685924446950784,0.035398230088495575,0.05309734513274336,0.09734513274336283
E184,2022-07-30 18:00:00,2022-07-30 19:00:00,2,2,1.875,7.199999999999999,1.85,7.1,short <=3 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,7.083333333333333,83.42494042210392,85.97839135654262,0.8946382092660075,0.6165191740412979,0.21433623847910452,0.21395208260392207,0.02654867256637168,0.05309734513274336,0.07964601769911504
E185,2022-08-01 16:00:00,2022-08-01 19:00:00,4,3,1.1375,5.4,0.975,4.9,medium 3-12 h,low <=Q50,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,9.083333333333334,83.00837551483347,86.21848739495798,0.8927498579199481,0.8016224188790562,0.2094183073420469,0.19994723955901167,0.02654867256637168,0.035398230088495575,0.05309734513274336
E187,2022-08-02 15:00:00,2022-08-02 20:00:00,6,5,6.8125,31.6,3.4000000000000004,20.5,medium 3-12 h,moderate Q50-Q80,Q50=3.36 mm; Q80=13.81 mm; Q95=65.46 mm,6,11.083333333333334,80.82986363162604,85.2253628724217,0.8800319382527115,1.0589970501474926,0.1659144987972911,0.27923151583545014,0.02654867256637168,0.02654867256637168,0.02654867256637168
